Region,SIP AGG,SIP Interface,StatusPhysical,StatusProtocol,Description,SIP VLAN,SIP VSI,SIP IP
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3289,up,up,"OLT BNFO-NG-01-FTTx (FIO-BNFONG01FTTx_FMC) - SIP
",3289,SIP-90003289,10.56.128.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3297,up,up,"OLT CMMA-FG-01-FTTx (FIO-CMMAFG01FTTx_FMC) - SIP
",3297,SIP-90003297,10.56.136.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3299,up,up,"OLT SNOC-FG-01-FTTx (FIO-SNOCFG01FTTx_FMC) - SIP
",3299,SIP-90003299,10.56.160.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3513,up,up,"OLT TMG-FG-01-FTTx (FIO-TMGFG01FTTx_FMC) - SIP
",3513,SIP-90003513,100.101.224.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3515,up,up,"OLT ROBTN-FG-01-FTTx (FIO-ROBTNFG01FTTx_FMC1) - SIP
",3515,SIP-90003515,100.101.128.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3517,up,up,"MRCD2-FG-01-FTTx (FIO-MRCD2FG01FTTx_FMC) - SIP
",3517,SIP-90003517,100.101.80.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,up,up,"OLT LMCD-FG-01-FTTx (FIO-LMCDFG01FTTx_FMC) - SIP
",3519,SIP-90003519,100.101.48.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,up,up,"VDSL CDO-EM-02 (FIO-CDOEM02_FMC) - SIP
",3521,SIP-90003521,100.101.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3523,up,up,"OLT ROS-FG-01-FTTx (FIO-ROSFG01FTTx_FMC) - SIP
",3523,SIP-90003523,100.100.124.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3533,up,up,"SRG-HM-01 - (FIO-SRGHM01_FMC) - SIP
",3533,SIP-90003533,100.100.208.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3539,up,up,"PGD-HM-01 (FIO-PGDHM01_FMC) - SIP
",3539,SIP-90003539,100.100.160.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3541,up,up,"OLT JIM-FG-01-FTTx(FIO-JIMFG01FTTxFMC) - SIP
",3541,SIP-90003541,100.100.144.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,up,up,"CUG-FM-02-FTTx - FIO-CUGFM02FTTx_FMC - SIP
",3543,SIP-90003543,100.100.128.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3549,up,up,"SJGZD-FG-01-FTTx - (FIO-SJGZDFG01FTTx _FMC) - SIP
",3549,SIP-90003549,100.100.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3553,up,up,"ZMB-HM-01 (FIO-ZMBHM01_FMC) - SIP
",3553,SIP-3553,100.118.254.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3575,up,up,"PGD-HM-02 (FIO-PGDHM02_FMC) - SIP
",3575,SIP-90003575,100.102.133.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3581,up,up,"CDO-DVO-HM-01 (FIO-CDODVOHM01_FMC) - SIP
",3581,SIP-90003581,100.102.184.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3585,up,up,"ILG-HM-03 (FIO-ILGHM03_FMC) - SIP
",3585,SIP-90003585,100.122.202.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3591,up,up,"SFC-HM-01 (FIO-SFCHM01_FMC) - SIP
",3591,SIP-90003591,100.102.136.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3707,up,up,"VDSL PGD-HM-01 (FIO-PGDHM01_FMC) - SIP
",3707,SIP-90003707,100.67.80.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3729,up,up,"CDONDC-FG-01-FTTx (FIO-CDONDCFG01FTTx)-SIP
",3729,SIP-90003729,100.100.254.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3737,up,up,"OLT GNG-FG-01-FTTx (FIO-GNGFG01FTTx_FMC) - SIP
",3737,SIP-90003737,100.67.0.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3783,up,up,"OLT CLVR-FG-01-FTTx (FIO-CLVRFG01FTTx_FMC) - SIP
",3783,SIP-90003783,100.79.96.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3785,up,up,"OLT ARCAG-FG-01-FTTx (FIO-ARCAGFG01FTTx_FMC) - SIP
",3785,SIP-90003785,100.79.104.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3787,up,up,"OLT LUN-NG-01-FTTx (FIO-LUNNG01FTTx_FMC) - SIP
",3787,SIP-90003787,100.79.112.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,up,up,"OLT POB9-NG-01-FTTx (FIO-POB9NG01FTTx_FMC) - SIP
",4007,SIP-90004007,100.67.160.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4019,up,up,"OLT ALRN-FG-01-FTTx (FIO-ALRNFG01FTTx_FMC) - SIP
",4019,SIP-90004019,100.67.144.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4071,up,up,"BTN3-FG-01-FTTx (FIO-BTN3FG01FTTx_FMC) - SIP
",4071,SIP-90004071,100.127.48.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,up,up,"OLT CBD-HM-01 (FIO-CBDHM01_FMC) - SIP
",4075,SIP-90004075,100.127.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4077,up,up,"OLT LPN-FG-01-FTTx (FIO-LPNFG01FTTx_FMC) - SIP
",4077,SIP-90004077,100.67.208.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4079,up,up,"OLT ELS-FG-01-FTTx (FIO-ELSFG01FTTx_FMC) - SIP
",4079,SIP-90004079,100.67.192.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.137,up,up,SIP-137,137,SIP-137,100.105.31.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.139,up,up,SIP-139,139,SIP-139,100.119.108.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.159,up,up,SIP-159,159,SIP-159,10.17.24.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.295,up,up,SIP-295,295,SIP-295,100.105.30.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.297,up,up,SIP-297,297,SIP-297,100.105.29.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.319,up,up,SIP-319,319,SIP-319,100.105.28.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.321,up,up,SIP-321,321,SIP-321,100.104.120.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.329,up,up,SIP-329,329,SIP-329,10.17.4.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.329,up,up,SIP-329,329,SIP-336,10.17.4.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.343,up,up,SIP-343,343,SIP-343,100.109.120.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.347,up,up,SIP-347,347,SIP-347,10.19.156.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.363,up,up,SIP-363,363,SIP-363,100.109.80.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.371,up,up,SIP-371,371,SIP-371,100.105.24.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.415,up,up,SIP-415,415,SIP-415,100.109.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.439,up,up,SIP-439,439,SIP-439,100.106.32.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.469,up,up,"DVO-HM-04 (FIO-DVOHM04_FMC) - SIP
",469,SIP-469,100.125.64.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.471,up,up,"CDO-HM-01 (FIO-CDOHM01_FMC) - SIP
",471,SIP-471,100.126.28.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.473,up,up,"CDO-HM-02 (FIO-CDOHM02_FMC) - SIP
",473,SIP-473,100.126.104.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.475,up,up,"ILG-HM-02 (FIO-ILGHM02_FMC) - SIP
",475,SIP-475,100.117.172.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.489,up,up,"DVO-HM-02 (FIO-DVOHM02_FMC) - SIP
",489,SIP-489,100.126.108.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.491,up,up,"DVO-HM-01 (FIO-DVOHM01_FMC) - SIP
",491,SIP-491,100.126.112.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.593,up,up,"GNG-HM-01 (FIO-GNGHM01_FMC) - SIP
",593,SIP-593,100.117.176.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.593,up,up,"GNG-HM-01 (FIO-GNGHM01_FMC) - SIP
",593,SIP-594,100.117.176.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.597,up,up,"SRG-HM-01 (FIO-SRGHM01_FMC) - SIP
",597,SIP-597,100.124.96.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.621,up,up,"ILG-HM-03 (FIO-ILGHM03_FMC) - SIP
",621,SIP-621,100.117.180.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.623,up,up,"BTN-701 (FIO-MIN624_MSAN) - SIP 
",623,SIP-623,100.126.32.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.631,up,up,"CDO-EM-02 (FIO-CDOEM02_FMC) - SIP
",631,SIP-631,100.118.252.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.639,up,up,"PNB-HM-01 (FIO-PNBHM01_FMC) - SIP
",639,SIP-639,100.116.16.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.681,up,up,"CDO-HM-01 (FIO-CDOHM01_FMC) - SIP
",681,SIP-90000681,100.102.188.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.705,up,up,"TO: GNG_001_GPONA 01 (GINGOO)  (FIO-MIN823_FMC) - SIP
",705,SIP-90000705,100.103.128.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.741,up,up,"OLT SOCSN-FG-01-FTTx (FIO-SOCSNFG01FTTx_FMC) - SIP
",741,SIP-90000741,10.80.96.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.743,up,up,"OLT DPASN-FG-01-FTTx (FIO-DPASNFG01FTTx_FMC) - SIP
",743,SIP-90000743,10.80.104.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.745,up,up,"OLT PGLSN-FG-01-FTTx (FIO-PGLSNFG01FTTx_FMC) - SIP
",745,SIP-90000745,10.80.232.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.747,up,up,"OLT TCFMRW-FG-01-FTTx (FIO-TCFMRWFG01FTTx_FMC) - SIP
",747,SIP-90000747,10.80.224.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.1253,up,up,"VDSL BTNFG01 01 (FIO-BTNFG01_FMC) - SIP
",1253,SIP-1253,100.123.96.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.1579,up,up,SIP-1579,1579,SIP-1579,10.15.184.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.1581,up,up,SIP-1581,1581,SIP-1581,10.17.16.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.1583,up,up,SIP-1583,1583,SIP-1583,10.17.20.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,up,up,"OLT BRPOB-FG-01-FTTx (FIO-BRPOBFG01FTTx_FMC) - SIP
",2051,SIP-90002051,10.56.224.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,up,up,"OLT BRPOB-FG-01-FTTx (FIO-BRPOBFG01FTTx_FMC) - SIP
",2051,SIP-90002053,10.56.224.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2053,up,up,"OLT DPL-FG-01-FTTx (FIO-DPLFG01FTTx_FMC) - SIP
",2053,SIP-90002053,10.57.0.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2055,up,up,"OLT SRG-FG-01-FTTx (FIO-SRGFG01FTTx_FMC) - SIP
",2055,SIP-90002055,10.57.32.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2069,up,up,"OLT DVSRZ-FG-01-FTTx (FIO-DVSRZFG01FTTx_FMC) - SIP
",2069,SIP-90002069,10.57.96.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2071,up,up,"OLT INDT-FG-01-FTTx (FIO-INDTFG01FTTx_FMC) - SIP
",2071,SIP-90002071,10.57.128.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2073,up,up,"OLT TITAY-NG-01-FTTx (FIO-TITAYNG01FTTx_FMC) - SIP
",2073,SIP-90002073,10.57.144.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2077,up,up,"OLT CDO-EM-02 (FIO-CDOEM02_FMC) - SIP
",2077,SIP-90002077,10.57.160.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2079,up,up,"OLT SRQU-NG-01-FTTx (FIO-SRQUNG01FTTx_FMC) - SIP
",2079,SIP-90002079,10.57.192.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2087,up,up,"OLT TGN-FG-01-FTTx (FIO-TGNFG01FTTx_FMC) - SIP
",2087,SIP-90002087,10.131.64.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2091,up,up,"OLT PNAD-NG-01-FTTx (FIO-PNADNG01FTTx_FMC) - SIP
",2091,SIP-90002091,10.131.96.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,up,up,"OLT VKNG-NG-01-FTTx (FIO-VKNGNG01FTTx_FMC) - SIP
",2107,SIP-90002107,10.131.192.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2109,up,up,"OLT BLAC-FG-01-FTTx (FIO-BLACFG01FTTx_FMC) - SIP
",2109,SIP-90002109,10.202.192.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2197,up,up,"OLT CLNNZ-FG-01-FTTx (FIO-CLNNZFG01FTTx_FMC) - SIP
",2197,SIP-90002197,10.80.0.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2205,up,up,"OLT MRM2B-NG-01-FTTx (FIO-MRM2BNG01FTTx_FMC) - SIP
",2205,SIP-90002205,10.186.0.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2209,up,up,"OLT EBNZ-FG-01-FTTx (FIO-EBNZFG01FTTx_FMC) - SIP
",2209,SIP-90002209,10.80.32.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2215,up,up,"OLT DCARB-NG-01-FTTx (FIO-DCARBNG01FTTx_FMC) - SIP
",2215,SIP-90002215,10.186.32.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2217,up,up,"OLT CORRALESCDO-FG-01-FTTx (FIO-CORRALESCDOFG01FTTx_FMC) - SIP
",2217,SIP-90002217,10.202.224.0/19
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2221,up,up,"OLT VDCSN-FG-01-FTTx (FIO-VDCSNFG01FTTx_FMC) - SIP
",2221,SIP-90002221,10.80.160.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2485,up,up,"ROBILG-LSA01-001-MIN2036-A1 (FIO-ROBILGLSA01001MIN2036A1_FMC) - SIP
",2485,SIP-2485,100.122.221.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3003,up,up,"TO: VDSL SMBUTU-LSA04-001-MIN2809-A1 - SIP
",3003,SIP-90003003,100.91.1.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3007,up,up,"VDSL MIN AN Loop 85 LTE- (FIO-MIN AN Loop 85 LTE_FMC) - SIP
",3007,SIP-90003007,100.91.28.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3011,up,up,"ILG704-LSA04-001-MIN1335-A1 (FIO-ILG704LSA04001MIN1335A1_FMC) - SIP
",3011,SIP-90003011,100.91.0.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3071,up,up,"CDO_713_VDB_01 (FIO-CDO713VBD01_FMC) -SIP
",3071,SIP-90003071,100.102.152.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3167,up,up,"OLT PANL-FG-01-FTTx (FIO-PANLFG01FTTx_FMC) - SIP
",3167,SIP-90003167,100.103.208.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3169,up,up,"VDSL -SMCDORLSA04001MIN4001 (FIO-SMCDORLSA04001MIN4001_FMC) - SIP
",3169,SIP-90003169,100.91.180.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3227,up,up,"OLT SNFRA-NG-01-FTTx (FIO-SNFRANG01FTTx_FMC) - SIP
",3227,SIP-90003227,100.67.96.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3237,up,up,"TO: OZA_001_GPONA 01_OZAMI2 (FIO-MIN854_FMC)-SIP
",3237,SIP-90003237,100.103.140.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3261,up,up,"OLT PSP2-NG-01-FTTx (FIO-PSP2NG01FTTx_FMC) - SIP
",3261,SIP-90003261,100.67.32.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,up,up,"OLT 1CUG-FG-01-FTTx (FIO-1CUGFG01FTTx_FMC) - SIP
",3263,SIP-90003263,100.67.64.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3275,up,up,"OLT LNGG-FG-01-FTTx (FIO-LNGGFG01FTTx_FMC) - SIP
",3275,SIP-90003275,100.79.120.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3279,up,up,"OLT MKWT-FG-01-FTTx (FIO-MKWTFG01FTTx_FMC) - SIP
",3279,SIP-90003279,10.56.64.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3281,up,up,"OLT BN017-FG-01-FTTx (FIO-BN017FG01FTTx_FMC) - SIP
",3281,SIP-90003281,10.56.40.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3285,up,up,"OLT MGO-FG-01-FTTx (FIO-MGOFG01FTTx_FMC) - SIP
",3285,SIP-90003285,10.56.96.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3287,up,up,"OLT RTDN-NG-01-FTTx (FIO-RTDNNG01FTTx_FMC) - SIP
",3287,SIP-90003287,10.56.112.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3289,up,up,"OLT BNFO-NG-01-FTTx (FIO-BNFONG01FTTx_FMC) - SIP
",3289,SIP-90003289,10.56.128.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3297,up,up,"OLT CMMA-FG-01-FTTx (FIO-CMMAFG01FTTx_FMC) - SIP
",3297,SIP-90003297,10.56.136.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3299,up,up,"OLT SNOC-FG-01-FTTx (FIO-SNOCFG01FTTx_FMC) - SIP
",3299,SIP-90003299,10.56.160.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3513,up,up,"OLT TMG-FG-01-FTTx (FIO-TMGFG01FTTx_FMC) - SIP
",3513,SIP-90003513,100.101.224.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3515,up,up,"OLT ROBTN-FG-01-FTTx (FIO-ROBTNFG01FTTx_FMC1) - SIP
",3515,SIP-90003515,100.101.128.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3517,up,up,"MRCD2-FG-01-FTTx (FIO-MRCD2FG01FTTx_FMC) - SIP
",3517,SIP-90003517,100.101.80.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,up,up,"OLT LMCD-FG-01-FTTx (FIO-LMCDFG01FTTx_FMC) - SIP
",3519,SIP-90003519,100.101.48.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,up,up,"VDSL CDO-EM-02 (FIO-CDOEM02_FMC) - SIP
",3521,SIP-90003521,100.101.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3523,up,up,"OLT ROS-FG-01-FTTx (FIO-ROSFG01FTTx_FMC) - SIP
",3523,SIP-90003523,100.100.124.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3533,up,up,"SRG-HM-01 - (FIO-SRGHM01_FMC) - SIP
",3533,SIP-90003533,100.100.208.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3539,up,up,"PGD-HM-01 (FIO-PGDHM01_FMC) - SIP
",3539,SIP-90003539,100.100.160.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3541,up,up,"OLT JIM-FG-01-FTTx(FIO-JIMFG01FTTxFMC) - SIP
",3541,SIP-90003541,100.100.144.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,up,up,"CUG-FM-02-FTTx - FIO-CUGFM02FTTx_FMC - SIP
",3543,SIP-90003543,100.100.128.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3549,up,up,"SJGZD-FG-01-FTTx - (FIO-SJGZDFG01FTTx _FMC) - SIP
",3549,SIP-90003549,100.100.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3553,up,up,"ZMB-HM-01 (FIO-ZMBHM01_FMC) - SIP
",3553,SIP-3553,100.118.254.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3575,up,up,"PGD-HM-02 (FIO-PGDHM02_FMC) - SIP
",3575,SIP-90003575,100.102.133.0/24
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3581,up,up,"CDO-DVO-HM-01 (FIO-CDODVOHM01_FMC) - SIP
",3581,SIP-90003581,100.102.184.0/22
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3585,up,up,"ILG-HM-03 (FIO-ILGHM03_FMC) - SIP
",3585,SIP-90003585,100.122.202.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3591,up,up,"SFC-HM-01 (FIO-SFCHM01_FMC) - SIP
",3591,SIP-90003591,100.102.136.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3707,up,up,"VDSL PGD-HM-01 (FIO-PGDHM01_FMC) - SIP
",3707,SIP-90003707,100.67.80.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3729,up,up,"CDONDC-FG-01-FTTx (FIO-CDONDCFG01FTTx)-SIP
",3729,SIP-90003729,100.100.254.0/23
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3737,up,up,"OLT GNG-FG-01-FTTx (FIO-GNGFG01FTTx_FMC) - SIP
",3737,SIP-90003737,100.67.0.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3783,up,up,"OLT CLVR-FG-01-FTTx (FIO-CLVRFG01FTTx_FMC) - SIP
",3783,SIP-90003783,100.79.96.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3785,up,up,"OLT ARCAG-FG-01-FTTx (FIO-ARCAGFG01FTTx_FMC) - SIP
",3785,SIP-90003785,100.79.104.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3787,up,up,"OLT LUN-NG-01-FTTx (FIO-LUNNG01FTTx_FMC) - SIP
",3787,SIP-90003787,100.79.112.0/21
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,up,up,"OLT POB9-NG-01-FTTx (FIO-POB9NG01FTTx_FMC) - SIP
",4007,SIP-90004007,100.67.160.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4019,up,up,"OLT ALRN-FG-01-FTTx (FIO-ALRNFG01FTTx_FMC) - SIP
",4019,SIP-90004019,100.67.144.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4071,up,up,"BTN3-FG-01-FTTx (FIO-BTN3FG01FTTx_FMC) - SIP
",4071,SIP-90004071,100.127.48.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,up,up,"OLT CBD-HM-01 (FIO-CBDHM01_FMC) - SIP
",4075,SIP-90004075,100.127.16.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4077,up,up,"OLT LPN-FG-01-FTTx (FIO-LPNFG01FTTx_FMC) - SIP
",4077,SIP-90004077,100.67.208.0/20
MIN,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4079,up,up,"OLT ELS-FG-01-FTTx (FIO-ELSFG01FTTx_FMC) - SIP
",4079,SIP-90004079,100.67.192.0/20
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.136,up,up,SIP-136,136,SIP-136,100.119.101.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.138,up,up,SIP-138,138,SIP-138,100.104.123.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.158,up,up,SIP-158,158,SIP-158,100.67.224.0/19
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.306,up,up,SIP-306,306,SIP-306,100.104.121.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.312,up,up,SIP-312,312,SIP-312,10.15.96.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.318,up,up,SIP-318,318,SIP-318,10.15.98.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.320,up,up,SIP-320,320,SIP-320,100.104.122.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.322,up,up,SIP-322,322,SIP-322,100.104.124.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.336,up,up,SIP-336,336,SIP-336,100.111.190.0/24
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.338,up,up,SIP-338,338,SIP-338,10.17.6.0/23
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.340,up,up,SIP-340,340,SIP-340,100.109.136.0/21
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.342,up,up,SIP-342,342,SIP-342,100.109.112.0/21
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.346,up,up,SIP-346,346,SIP-346,10.19.172.0/22
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.368,up,up,SIP-368,368,SIP-368,100.111.244.0/22
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.382,up,up,SIP-382,382,SIP-382,100.109.128.0/21
MIN,ALWANA-FMAGG-002-MIN1092,VE1/0/0.386,up,up,SIP-386,386,SIP-386,100.109.48.0/20
