Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,OM VCID,SIP VCID,HSI VCID,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
NCR,MKT_611_HYB_01,MKT_611_TDCAN_910CG_01_NCR2394,Eth-Trunk3||GE0/2/19|GE0/2/20,1259,2165,1262,400,-,-,10.81.22.18,10.81.22.21,100.79.138.0/23,100.115.235.0/25,3038025|4038025,3038027|4038027,3038026|4038026,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,100.121.164.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2165,SIP-2165
NCR,MKT_612_VDB_01,MK_612_TDCAN_910B_01_NCR1673,Eth-Trunk2||GE0/2/20|GE0/2/21,3072,2989,1430,400,3090,3091,10.81.22.18,-,100.81.93.0/24,100.116.85.192/26,3052046,3052042,3052041,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1430,MKT_VAL_BNG_002,ET-5/1/0,HSI-1430,100.118.236.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2989,SIP-2989
NCR,MKT_621_VDB_01,MK_621_TDCAN_910C_01_NCR1676,Eth-Trunk3||GE0/2/13|GE0/2/14,1503,1504,1505,400,-,-,10.81.22.18,10.81.22.17,100.82.203.0/25,100.116.206.64/27,3052145|4052145,3052146|4052146,3052147|4052147,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1505,MKT_VAL_BNG_002,ET-5/1/0,HSI-1505,10.17.60.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,SIP-1504
NCR,MKT_622_VDB_01,MK_622_TDCAN_910C_01_NCR1677,Eth-Trunk3||GE0/2/13|GE0/2/14,1503,1504,1505,400,-,-,10.81.22.17,10.81.22.18,100.81.249.0/24,100.116.111.128/26,3052113|4052113,3052114|4052114,3052115|4052115,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1505,MKT_VAL_BNG_002,ET-5/1/0,HSI-1505,10.17.60.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,SIP-1504
NCR,MKT_623_VDB_01,MK_623_TDCAN_910C_01_NCR1678,Eth-Trunk3||GE0/2/13|GE0/2/14,1503,1504,1505,400,-,-,10.81.22.18,10.81.22.17,100.81.250.0/24,100.116.113.128/26,3052137|4052137,3052138|4052138,3052139|4052139,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1505,MKT_VAL_BNG_002,ET-5/1/0,HSI-1505,10.17.60.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,SIP-1504
NCR,MKT_625_VDB_01,MK_625_TDCAN_910C_01_NCR1769,Eth-Trunk3||GE0/2/13|GE0/2/14,1503,1504,1505,400,-,-,10.81.22.17,10.81.22.18,100.81.253.0/24,100.116.116.128/26,3052102|4052102,3052103|4052103,3052104|4052104,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1505,MKT_VAL_BNG_002,ET-5/1/0,HSI-1505,10.17.60.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,SIP-1504
NCR,MKT_626_VDB_01,MK_626_TDCAN_910C_01_NCR1679,Eth-Trunk3||GE0/2/13|GE0/2/14,1503,1504,1505,400,-,-,10.81.22.17,10.81.22.18,100.82.203.128/25,100.116.206.96/27,3052088|4052088,3052089|4052089,3052090|4052090,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1505,MKT_VAL_BNG_002,ET-5/1/0,HSI-1505,10.17.60.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,SIP-1504
NCR,MKT_641_HYB_01,MK-641-NCR1681-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),1526,1527,1528,400,-,-,10.81.22.18,10.81.22.17,100.77.162.0/23,100.115.143.0/25,28000720|29000720,28000721|29000721,28000722|29000722,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_642_VDB_01,MK-642-NCR2360-ATN910C-01,Eth-Trunk3||GE0/2/10|GE0/2/11,1526,1527,1528,400,-,-,10.81.22.17,10.81.22.18,100.80.185.0/24,100.116.91.0/26,28000775|29000775,28000776|29000776,28000777|29000777,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_643_VDB_01,MK-643-NCR1694-ATN910C-01,Eth-Trunk3||GE0/2/14|GE0/2/15,1526,1527,1528,400,-,-,10.81.22.17,10.81.22.18,100.80.175.0/24,100.116.82.0/26,28000778|29000778,28000779|29000779,28000780|29000780,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_643_VDB_02,MK-643-NCR1694-ATN910C-01,Eth-Trunk4||GE0/2/4(10G),3374,1527,1528,-,-,-,10.81.22.17,10.81.22.18,-,-,28007941|29007941,28007942|29007942,28007943|29007943,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_644_VDB_01,ONEWORLD_TDCAN_T980C_01_NCR1878,GigabitEthernet0/2/7,2817,2818,396,400,-,-,10.175.105.68,10.175.105.69,100.82.226.128/25,100.116.212.32/27,3018080|4018080,3018083|4018083,3018084|4018084,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.396,MKT_VAL_BNG_002,ET-10/3/0,HSI-396,100.118.240.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2818,SIP-2818
NCR,MKT_650_GPONA_01,MK_650_TDCAN_910CG_01_NCR1682,Eth-Trunk5||GE0/2/3(10G),3076,"629
3409",1528,400,-,-,10.81.22.17,10.81.22.18,10.152.184.0/21,10.191.42.0/23,28009997|29009997,"629: 28010029|29010029
3409: 28009998|29009998",28009999|29009999,-,-,-,-,-,"10.210.128.0/19
10.152.224.0/19","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.629
VE1/0/0.3409","SIP-60000629
SIP-60003409"
NCR,MKT_650_HYB_01,MK_650_TDCAN_910CG_01_NCR1682,Eth-Trunk3||GE0/2/4(10G),1526,1527,1528,400,-,-,10.81.22.17,10.81.22.18,100.77.28.0/23,100.115.196.0/25,28000594|29000594,28000595|29000595,28000596|29000596,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_650_HYB_02,MK_650_TDCAN_910CG_01_NCR1682,Eth-Trunk4||GE0/2/5(10G),3076,1527,1528,-,-,-,10.81.22.17,10.81.22.18,-,-,28008019|29008019,28008020|29008020,28008021|29008021,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_651_GPONA_01,MK-651-NCR2424-ATN910C-01,GigabitEthernet0/2/3,3076,"629
3409",1528,400,-,-,10.81.22.18,10.81.22.17,10.53.32.0/20,10.191.112.0/22,28010007|29010007,"629: 28010030|29010030
3409: 28010008|29010008",28010009|29010009,-,-,-,-,-,"10.210.128.0/19
10.152.224.0/19","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.629
VE1/0/0.3409","SIP-60000629
SIP-60003409"
NCR,MKT_651_HYB_01,MK-651-NCR2424-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),1526,2920,1528,400,-,-,10.81.22.18,10.81.22.17,100.77.50.0/23,100.115.208.0/25,28000751|29000751,28000752|29000752,28000753|29000753,-,-,-,-,-,100.121.188.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2920,SIP-2920
NCR,MKT_651_HYB_02,MK-651-NCR2424-ATN910C-01,Eth-Trunk4||GE0/2/6(10G)|GE0/2/7(10G),1526,2920,1528,400,-,-,10.81.22.18,10.81.22.17,100.77.52.0/23,100.115.209.0/25,28000754|29000754,28000755|29000755,28000756|29000756,-,-,-,-,-,100.121.188.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2920,SIP-2920
NCR,MKT_651_VDB_01,MK-651-NCR2424-ATN910C-01,Eth-Trunk5||GE0/2/8(10G),3374,1527,1528,-,-,-,10.81.22.18,10.81.22.17,-,-,28008052|29008052,28008053|29008053,28008054|29008054,-,-,-,-,-,10.18.120.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1527,SIP-1527
NCR,MKT_703_HYB_01,MKT_703_TDCAN_T910D_01_NCR2115,Eth-Trunk3||GE0/2/5(10G),1313,1490,1316,400,3090,3091,10.81.22.17,10.81.22.18,100.78.206.0/23,100.115.146.128/25,3052435|4052435,3052437|4052437,3052436|4052436,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,10.18.96.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1490,SIP-1490
NCR,MKT_704_VDB_01,MKT_704_TDCAN_910B_01_NCR2116,Eth-Trunk3||GE0/2/19|GE0/2/20,1313,1490,1316,-,-,-,10.81.22.18,10.81.22.17,-,-,3052366|4052366,3052368|4052368,3052367|4052367,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,10.18.96.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1490,SIP-1490
NCR,MKT_743_VDB_01,MKT_743_TDCAN_910B_01_NCR2432,Eth-Trunk2||GE0/2/19|GE0/2/20,2886,2450,"711
1364",400,-,-,10.81.22.18,10.81.22.17,100.83.23.0/26,100.116.224.64/28,3037244|4037244,3037243|4037243,"711: 3037235|4037235
1364: 3037240|4037240","VALERO-NCR733-AGGFMN-X16A-01
VALERO-NCR733-AGGFMN-X16A-02","100GE6/0/0.711
100GE7/0/1.1364","MKT_VAL_BNG_002
MKT_VAL_BNG_002","ET-5/1/0
ET-10/3/0","HSI-711
HSI-1364",100.98.148.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2450,SIP-60002450
NCR,MKT_766_GPONA_01,MKT-766-NCR895-ATN910C-01,Eth-Trunk4||GE0/2/8(10G),2773,693,3552,400,-,-,10.175.105.5,10.175.105.6,10.161.48.0/20,10.196.188.0/22,28010387|29010387,28010388|29010388,28010389|29010389,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.211.44.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.693,SIP-60000693
NCR,MKT_766_VDB_01,MKT-766-NCR895-ATN910C-01,Eth-Trunk3||GE0/2/3(10G),3374,3443,1340,400,-,-,10.175.105.5,10.175.105.6,100.83.26.128/26,100.116.225.16/28,28007722|29007722,28007723|29007723,28007724|29007724,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1340,MKT_VAL_BNG_002,ET-10/3/0,HSI-1340,100.79.160.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3443,SIP-60003443
NCR,MKT_767_GPONA_01,MKT_767_TDCAN_T910C_01_NCR2374,Eth-Trunk4||GE0/2/8(10G),2773,695,3552,400,-,-,10.175.105.5,10.175.105.6,10.161.80.0/20,10.196.196.0/22,28010402|29010402,28010403|29010403,28010404|29010404,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.213.32.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.695,SIP-60000695
NCR,MKT_767_VDA_01,MKT_767_TDCAN_T910C_01_NCR2374,GigabitEthernet0/2/13,3101,,3139,400,3137,3138,10.175.105.5,10.175.105.6,100.82.167.0/25,100.116.197.64/27,28004227|29004227,-,28004228|29004228,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3139,MKT_VAL_BNG_002,ET-10/3/0,HSI-3139,-,-,-,-
NCR,MKT_767_VDB_01,MKT_767_TDCAN_T910C_01_NCR2374,Eth-Trunk3||GE0/2/3(10G),3374,3443,1340,400,-,-,10.175.105.5,10.175.105.6,100.82.255.128/25,100.116.219.96/27,28007739|29007739,28007740|29007740,28007741|29007741,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1340,MKT_VAL_BNG_002,ET-10/3/0,HSI-1340,100.79.160.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3443,SIP-60003443
NCR,MKT_774_HYB_01,MKT_774_TDCAN_910CG_01_NCR2389,Eth-Trunk4||GE0/2/4(10G),3072,2983,711,400,3090,3091,10.81.22.17,10.81.22.18,100.78.202.0/23,100.115.144.128/25,3037170|4037170,3037169|4037169,3037168|4037168,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.711,MKT_VAL_BNG_002,ET-5/1/0,HSI-711,100.118.232.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2983,SIP-2983
NCR,MKT_774_HYB_02,MKT_774_TDCAN_910CG_01_NCR2389,Eth-Trunk5||GE0/2/5(10G),3072,2917,711,400,-,-,10.81.22.17,10.81.22.18,100.80.64.0/23,100.116.55.128/25,3037175|4037175,3037174|4037174,3037173|4037173,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.711,MKT_VAL_BNG_002,ET-5/1/0,HSI-711,100.97.152.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2917,SIP-60002917
NCR,MKT_774_VDB_01,MKT_774_TDCAN_910CG_01_NCR2389,Eth-Trunk3||GE0/2/19|GE0/2/20,3072,2983,711,400,-,-,10.81.22.17,10.81.22.18,100.83.12.128/26,100.116.221.144/28,3037167|4037167,3037166|4037166,3037165|4037165,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.711,MKT_VAL_BNG_002,ET-5/1/0,HSI-711,100.118.232.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2983,SIP-2983
NCR,MKT_774_VDB_02,MKT_774_TDCAN_910CG_01_NCR2389,Eth-Trunk6||GE0/2/23,3072,2917,711,400,-,-,10.81.22.17,10.81.22.18,100.82.92.0/24,100.116.188.192/26,3037178|4037178,3037177|4037177,3037176|4037176,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.711,MKT_VAL_BNG_002,ET-5/1/0,HSI-711,100.97.152.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2917,SIP-60002917
NCR,MKT_778_VDA_01,MKT_778_TDCAN_T910D_01_NCR3189,25GigabitEthernet0/2/19,3101,,3151,400,3149,3150,-,-,-,-,-,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3151,MKT_VAL_BNG_002,ET-10/3/0,HSI-3151,-,-,-,-
NCR,MKT_779_HYB_01,MKT_779_TDCAN_910C_01_NCR3191,Eth-Trunk4||GE0/2/4(10G)|GE0/2/5(10G),3076,2983,712,400,-,-,10.81.22.18,10.81.22.17,100.80.142.0/23,100.116.56.0/25,3052855|4052855,3052854|4052854,3052853|4052853,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,100.118.232.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2983,SIP-2983
NCR,MKT_779_HYB_02,MKT_779_TDCAN_910C_01_NCR3191,Eth-Trunk5||GE0/2/6(10G)|GE0/2/7(10G),3076,2983,712,400,-,-,10.81.22.18,10.81.22.17,100.80.150.0/23,100.116.23.128/25,3052858|4052858,3052857|4052857,3052856|4052856,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,100.118.232.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2983,SIP-2983
NCR,MKT_779_VDA_01,MKT_779_TDCAN_910C_01_NCR3191,GigabitEthernet0/2/13,3101,,3154,400,3152,3153,10.81.22.18,10.81.22.17,100.81.47.0/24,100.116.143.128/26,3052846|4052846,-,3052849|4052849,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3154,MKT_VAL_BNG_002,ET-5/1/0,HSI-3154,-,-,-,-
NCR,MKT_779_VDB_01,MKT_779_TDCAN_910C_01_NCR3191,Eth-Trunk3||GE0/2/14|GE0/2/15,3072,1547,712,400,-,-,10.81.22.18,10.81.22.17,100.81.238.0/24,100.116.99.128/26,3052852|4052852,3052851|4052851,3052850|4052850,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,10.18.84.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1547,SIP-1547
NCR,MKT_780_VDB_01,MKT_780_TDCAN_910C_01_NCR3344,Eth-Trunk3||GE0/2/10|GE0/2/11,3082,3557,3552,400,-,-,10.81.22.17,10.81.22.18,10.53.192.0/22,10.191.152.0/24,28010068|29010068,28010069|29010069,28010070|29010070,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.60.192.0/19,THEODR-FMAGG-001-NCR4101,VE1/0/0.3557,SIP-60003557
NCR,MKT_781_HYB_01,MKT_781_TDCAN_910CG_01_NCR3279,Eth-Trunk3||GE0/2/4(10G),3076,2917,1364,-,-,-,10.81.22.17,10.81.22.18,-,-,3037092|4037092,3037091|4037091,3037090|4037090,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1364,MKT_VAL_BNG_002,ET-10/3/0,HSI-1364,100.97.152.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2917,SIP-60002917
NCR,MKT_783_HYB_01,MKT_783_TDCAN_910CG_01_NCR3919,Eth-Trunk3||GE0/2/4(10G),3076,3796,1298,400,-,-,10.81.22.18,10.81.22.19,100.80.110.0/23,100.116.38.0/25,28003921|29003921,28003922|29003922,28003920|29003920,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,100.99.88.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.3796,SIP-60003796
NCR,MKT_783_VDA_01,MKT_783_TDCAN_910CG_01_NCR3919,GigabitEthernet0/2/19,1295,,1298,400,1296,1297,10.81.22.18,10.81.22.19,100.82.215.128/25,100.116.209.96/27,28003899|29003899,-,28003902|29003902,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,-,-,-,-
NCR,MKT_783_VDB_01,MKT_783_TDCAN_910CG_01_NCR3919,Eth-Trunk2||GE0/2/20|GE0/2/21,1295,2189,1298,400,-,-,10.81.22.18,10.81.22.19,100.80.218.0/24,100.116.124.0/26,28003909|29003909,28003914|29003914,28003912|29003912,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,100.117.24.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.2189,SIP-2189
NCR,MKT_784_VDB_01,MKT-784-NCR3068-ATN910C-01,Eth-Trunk3||GE0/2/13|GE0/2/14,3076,2659,1256,400,-,-,10.175.105.6,10.175.105.10,100.83.19.128/26,100.116.223.80/28,28003401|29003401,28003402|29003402,28003403|29003403,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1256,MKT_VAL_BNG_002,ET-10/3/0,HSI-1256,100.118.228.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2659,SIP-2659
NCR,MKT_794_HYB_01,Glorietta-NCR391-AGFN-X2-M8-01,Eth-Trunk5||GE0/7/1|GE0/7/2,3076,"1420
3373",1364,400,-,-,-,-,100.80.28.0/23,100.116.35.128/25,-,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1364,MKT_VAL_BNG_002,ET-10/3/0,HSI-1364,"10.119.74.0/24
100.99.60.0/22","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.1420
VE1/0/0.3373","SIP-60001420
SIP-60003373"
NCR,MKT_798_GPONA_01,COLUMNONE_TDCAN_T950D_01_NCR2914,Eth-Trunk3||GE0/3/2(10G),2775,638,3552,400,-,-,10.175.105.66,10.175.105.6,10.53.160.0/20,10.191.144.0/22,28010498|29010498,28010077|29010077,28010078|29010078,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_798_HYB_01,COLUMNONE_TDCAN_T950D_01_NCR2914,Eth-Trunk1||GE0/1/2|GE0/1/3,3076,3373,1364,-,-,-,10.175.105.66,10.175.105.6,-,-,28007491|29007491,28007492|29007492,28007493|29007493,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1364,MKT_VAL_BNG_002,ET-10/3/0,HSI-1364,100.99.60.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3373,SIP-60003373
NCR,MKT_799_GPONA_01,MKT_799_TDCAN_910CG_01_NCR3070,Eth-Trunk4||GE0/2/4(10G),3076,3406,1298,400,-,-,10.81.22.18,10.81.22.19,10.110.88.0/21,10.74.70.0/23,28009942|29009942,28009943|29009943,28009944|29009944,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,10.152.128.0/19,THEODR-FMAGG-002-NCR4101,VE1/0/0.3406,SIP-60003406
NCR,MKT_799_VDA_01,MKT_799_TDCAN_910CG_01_NCR3070,GigabitEthernet0/2/19,1297,2189,1298,400,1296,-,10.81.22.18,10.81.22.19,100.82.156.128/25,100.116.194.160/27,28003936|29003936,28003933|29003933,28003937|29003937,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,100.117.24.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.2189,SIP-2189
NCR,MKT_799_VDA_02,MKT_799_TDCAN_910CG_01_NCR3070,GigabitEthernet0/2/20,3101,,3743,400,3741,3742,10.81.22.18,10.81.22.19,100.81.84.0/24,100.116.75.192/26,28003950|29003950,-,28003953|29003953,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3743,MKT_VAL_BNG_002,ET-5/1/0,HSI-3743,-,-,-,-
NCR,MKT_799_VDB_01,MKT_799_TDCAN_910CG_01_NCR3070,Eth-Trunk3||GE0/2/21|GE0/2/22,1295,2189,1298,400,-,-,10.81.22.18,10.81.22.19,100.81.73.0/24,100.116.172.128/26,28003955|29003955,28003957|29003957,28003956|29003956,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,100.117.24.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.2189,SIP-2189
NCR,MKT_809_HYB_01,SJN_106_TDCAN_910CG_01_NCR2610 & MKT-809-NCR4165-ATN910C-01,Eth-Trunk4||GE0/2/5(10G)|GE0/2/6(10G) & Eth-Trunk2||GE0/2/4(10G)|GE0/2/5(10G),3076,1321,1048,-,-,-,10.81.22.23,10.198.170.1,-,-,28008342|29008342,28008343|29008343,28008344|29008344,SANJUAN-NCR1660-AGGFMN-X16A-01,100GE6/0/0.1048,SJN_BNG-002,ET-10/1/0,HSI-1048,100.98.116.0/22,SNJUAN-FMAGG-001-NCR1660,VE1/0/0.1321,SIP-1321
NCR,MKT_809_VDA_01,MKT-809-NCR4165-ATN910C-01,GigabitEthernet0/2/12,3101,,3124,400,3122,3123,10.81.22.18,-,100.81.117.0/24,100.116.74.64/26,28001185,-,28001186,-,-,-,-,-,-,-,-,-
NCR,MKT_809_VDA_02,MKT-809-NCR4165-ATN910C-01,GigabitEthernet0/2/13,3101,,3124,400,3122,3123,10.81.22.18,-,100.81.111.0/24,100.116.68.64/26,28001189,-,28001190,-,-,-,-,-,-,-,-,-
NCR,MKT_809_VDA_03,MKT-809-NCR4165-ATN910C-01,GigabitEthernet0/2/14,3101,,3124,400,3122,3123,10.81.22.18,-,100.83.13.128/26,100.116.221.208/28,28001193,-,28001194,-,-,-,-,-,-,-,-,-
NCR,MKT_810_GPONA_01,MKT_810_TDCAN_910CG_NCR3521,Eth-Trunk4||GE0/2/3(10G),2773,638,3130,400,-,-,10.81.22.18,-,10.161.160.0/20,10.196.216.0/22,28010416,28010417,28010418,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3130,MKT_VAL_BNG_002,ET-5/1/0,HSI-3130,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_810_HYB_01,MKT_810_TDCAN_910CG_NCR3521,Eth-Trunk3||GE0/2/4(10G),3076,2206,3130,-,-,-,10.81.22.18,-,-,-,28009059,28009060,28009061,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3130,MKT_VAL_BNG_002,ET-5/1/0,HSI-3130,10.119.180.0/24,THEODR-FMAGG-002-NCR4101,VE1/0/0.2206,SIP-60002206
NCR,MKT_810_VDA_01,MKT_810_TDCAN_910CG_NCR3521,GigabitEthernet0/2/11,3101,,3130,400,3128,3129,10.81.22.18,-,100.80.210.0/24,100.116.116.0/26,3053183,-,3053184,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3130,MKT_VAL_BNG_002,ET-5/1/0,HSI-3130,-,-,-,-
NCR,MKT_810_VDA_02,MKT_810_TDCAN_910CG_NCR3521,GigabitEthernet0/2/12,3101,,3130,400,3128,3129,10.81.22.18,-,100.81.122.0/24,100.116.80.64/26,3053187,-,3053188,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3130,MKT_VAL_BNG_002,ET-5/1/0,HSI-3130,-,-,-,-
NCR,MKT_810_VDA_03,MKT_810_TDCAN_910CG_NCR3521,GigabitEthernet0/2/13,3101,,3130,400,3128,3129,10.81.22.18,-,100.81.116.0/24,100.116.73.64/26,3053191,-,3053192,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3130,MKT_VAL_BNG_002,ET-5/1/0,HSI-3130,-,-,-,-
NCR,MKT_811_VDA_01,VALERO-NCR733-AGGFN-X8-01,GigabitEthernet2/1/18,3101,809,"3130
3133",400,3131,3132,-,-,100.82.182.0/25,100.116.201.0/27,-,-,-,"VALERO-NCR733-AGGFMN-X16A-01
VALERO-NCR733-AGGFMN-X16A-02","100GE6/0/0.3130
100GE7/0/1.3133","MKT_VAL_BNG_002
MKT_VAL_BNG_002","ET-5/1/0
ET-10/3/0","HSI-3130
HSI-3133",10.61.0.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.809,SIP-60000809
NCR,MKT_812_VDB_01,PSETOWER_TDCAN_T980C_01_NCR3383,GigabitEthernet0/2/0,1453,1454,1455,400,-,-,10.175.105.6,10.175.105.66,100.100.24.0/26,100.121.40.0/28,3018028|4018028,3018029|4018029,3018030|4018030,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1455,MKT_VAL_BNG_002,ET-10/3/0,HSI-1455,10.15.30.0/24,THEODR-FMAGG-002-NCR4101,VE1/0/0.1454,SIP-1454
NCR,MKT_813_HYB_01,GILPUYAT_TDCAN_T950C_01_NCR389,GigabitEthernet0/3/4,1413,1473,1474,400,-,-,10.175.105.1,10.198.170.10,100.77.22.0/23,100.115.175.0/25,3018037|4018037,3018038|4018038,3018039|4018039,-,-,-,-,-,100.111.150.0/24,THEODR-FMAGG-001-NCR4101,VE1/0/0.1473,SIP-1473
